song_ids,songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3zwmW1gM4E8FlHXV5nE16u,Be Yourself,Audioslave,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602,audio_features,3zwmW1gM4E8FlHXV5nE16u,spotify:track:3zwmW1gM4E8FlHXV5nE16u,https://api.spotify.com/v1/tracks/3zwmW1gM4E8FlHXV5nE16u,https://api.spotify.com/v1/audio-analysis/3zwmW1gM4E8FlHXV5nE16u,278973,4
2SgbR6ttzoNlCRGQOKjrop,Cowboys from Hell,Pantera,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,audio_features,2SgbR6ttzoNlCRGQOKjrop,spotify:track:2SgbR6ttzoNlCRGQOKjrop,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,https://api.spotify.com/v1/audio-analysis/2SgbR6ttzoNlCRGQOKjrop,243533,4
3CkjLJYnnyOtGk4Jx4iYS4,Woman,Wolfmother,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886,audio_features,3CkjLJYnnyOtGk4Jx4iYS4,spotify:track:3CkjLJYnnyOtGk4Jx4iYS4,https://api.spotify.com/v1/tracks/3CkjLJYnnyOtGk4Jx4iYS4,https://api.spotify.com/v1/audio-analysis/3CkjLJYnnyOtGk4Jx4iYS4,176307,1
4ReyTz0y3TGkX48wO3Llot,Epic,Faith No More,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,audio_features,4ReyTz0y3TGkX48wO3Llot,spotify:track:4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/audio-analysis/4ReyTz0y3TGkX48wO3Llot,293653,4
40Gxnw5Vc8hnhGFknXHe3R,All My Life,Foo Fighters,0.583,0.586,5,-5.683,1,0.0518,0.000231,0.000633,0.494,0.622,167.798,audio_features,40Gxnw5Vc8hnhGFknXHe3R,spotify:track:40Gxnw5Vc8hnhGFknXHe3R,https://api.spotify.com/v1/tracks/40Gxnw5Vc8hnhGFknXHe3R,https://api.spotify.com/v1/audio-analysis/40Gxnw5Vc8hnhGFknXHe3R,262733,4
30HCB1FoE77IfGRyNv4eFq,In Bloom,Nirvana,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,audio_features,30HCB1FoE77IfGRyNv4eFq,spotify:track:30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq,255080,4
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,audio_features,0tZ3mElWcr74OOhKEiNz1x,spotify:track:0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/tracks/0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/audio-analysis/0tZ3mElWcr74OOhKEiNz1x,229467,4
5Ddlk6C2JVxb1SReZ6O1wk,Drain You,Nirvana,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,audio_features,5Ddlk6C2JVxb1SReZ6O1wk,spotify:track:5Ddlk6C2JVxb1SReZ6O1wk,https://api.spotify.com/v1/tracks/5Ddlk6C2JVxb1SReZ6O1wk,https://api.spotify.com/v1/audio-analysis/5Ddlk6C2JVxb1SReZ6O1wk,223880,4
7xyYsOvq5Ec3P4fr6mM9fD,Hysteria,Muse,0.412,0.92,9,-4.852,0,0.0575,0.000456,0.0026,0.11,0.455,93.162,audio_features,7xyYsOvq5Ec3P4fr6mM9fD,spotify:track:7xyYsOvq5Ec3P4fr6mM9fD,https://api.spotify.com/v1/tracks/7xyYsOvq5Ec3P4fr6mM9fD,https://api.spotify.com/v1/audio-analysis/7xyYsOvq5Ec3P4fr6mM9fD,227440,4
1ugRmaf5TDDf1fO3hFSIs1,Slither,Velvet Revolver,0.473,0.973,7,-3.831,1,0.11,0.00025,0.153,0.0782,0.291,141.09,audio_features,1ugRmaf5TDDf1fO3hFSIs1,spotify:track:1ugRmaf5TDDf1fO3hFSIs1,https://api.spotify.com/v1/tracks/1ugRmaf5TDDf1fO3hFSIs1,https://api.spotify.com/v1/audio-analysis/1ugRmaf5TDDf1fO3hFSIs1,248307,4
3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,audio_features,3asFGFY3uLjMDmML1p0tYm,spotify:track:3asFGFY3uLjMDmML1p0tYm,https://api.spotify.com/v1/tracks/3asFGFY3uLjMDmML1p0tYm,https://api.spotify.com/v1/audio-analysis/3asFGFY3uLjMDmML1p0tYm,242280,4
0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,audio_features,0Puj4YlTm6xNzDDADXHMI9,spotify:track:0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/tracks/0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/audio-analysis/0Puj4YlTm6xNzDDADXHMI9,178440,4
1MQTmpYOZ6fcMQc56Hdo7T,Sleep Now In the Fire,Rage Against The Machine,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059,audio_features,1MQTmpYOZ6fcMQc56Hdo7T,spotify:track:1MQTmpYOZ6fcMQc56Hdo7T,https://api.spotify.com/v1/tracks/1MQTmpYOZ6fcMQc56Hdo7T,https://api.spotify.com/v1/audio-analysis/1MQTmpYOZ6fcMQc56Hdo7T,205600,4
45DElIx0dXqUH4A88yQFdE,Go With The Flow,Queens of the Stone Age,0.242,0.992,4,-3.9,0,0.0988,0.0148,0.113,0.833,0.374,159.37,audio_features,45DElIx0dXqUH4A88yQFdE,spotify:track:45DElIx0dXqUH4A88yQFdE,https://api.spotify.com/v1/tracks/45DElIx0dXqUH4A88yQFdE,https://api.spotify.com/v1/audio-analysis/45DElIx0dXqUH4A88yQFdE,187120,4
5e3YOg6fIkP0wD5TyxcHOH,Cult of Personality,Living Colour,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,audio_features,5e3YOg6fIkP0wD5TyxcHOH,spotify:track:5e3YOg6fIkP0wD5TyxcHOH,https://api.spotify.com/v1/tracks/5e3YOg6fIkP0wD5TyxcHOH,https://api.spotify.com/v1/audio-analysis/5e3YOg6fIkP0wD5TyxcHOH,294827,4
1pHPpLVH2XEN0xYRoQs4wq,Word Up!,Korn,0.577,0.94,6,-4.439,0,0.0361,2.42e-05,0.0715,0.347,0.818,116.045,audio_features,1pHPpLVH2XEN0xYRoQs4wq,spotify:track:1pHPpLVH2XEN0xYRoQs4wq,https://api.spotify.com/v1/tracks/1pHPpLVH2XEN0xYRoQs4wq,https://api.spotify.com/v1/audio-analysis/1pHPpLVH2XEN0xYRoQs4wq,172667,4
5Rizj5FLb2AyNKu9esjYY6,Rape Me,Nirvana,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,audio_features,5Rizj5FLb2AyNKu9esjYY6,spotify:track:5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/tracks/5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/audio-analysis/5Rizj5FLb2AyNKu9esjYY6,170000,4
1wsRitfRRtWyEapl0q22o8,Guerrilla Radio,Rage Against The Machine,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,audio_features,1wsRitfRRtWyEapl0q22o8,spotify:track:1wsRitfRRtWyEapl0q22o8,https://api.spotify.com/v1/tracks/1wsRitfRRtWyEapl0q22o8,https://api.spotify.com/v1/audio-analysis/1wsRitfRRtWyEapl0q22o8,206200,4
0BqQWfhMrkpRAUCbdfdHUC,Little Sister,Queens of the Stone Age,0.364,0.959,1,-2.956,1,0.0627,0.0113,0.000953,0.411,0.927,161.797,audio_features,0BqQWfhMrkpRAUCbdfdHUC,spotify:track:0BqQWfhMrkpRAUCbdfdHUC,https://api.spotify.com/v1/tracks/0BqQWfhMrkpRAUCbdfdHUC,https://api.spotify.com/v1/audio-analysis/0BqQWfhMrkpRAUCbdfdHUC,174027,4
305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,Jet,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,audio_features,305WCRhhS10XUcH6AEwZk6,spotify:track:305WCRhhS10XUcH6AEwZk6,https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6,https://api.spotify.com/v1/audio-analysis/305WCRhhS10XUcH6AEwZk6,213800,4
1jNOi6m3Hn8nLEeHCp5Msr,Seven Nation Army,The White Stripes,0.753,0.457,0,-7.709,1,0.0767,0.00679,0.484,0.311,0.297,123.913,audio_features,1jNOi6m3Hn8nLEeHCp5Msr,spotify:track:1jNOi6m3Hn8nLEeHCp5Msr,https://api.spotify.com/v1/tracks/1jNOi6m3Hn8nLEeHCp5Msr,https://api.spotify.com/v1/audio-analysis/1jNOi6m3Hn8nLEeHCp5Msr,231800,4
7ISL3LO8AWP3fKIXunvqTa,Joker And The Thief,Wolfmother,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,audio_features,7ISL3LO8AWP3fKIXunvqTa,spotify:track:7ISL3LO8AWP3fKIXunvqTa,https://api.spotify.com/v1/tracks/7ISL3LO8AWP3fKIXunvqTa,https://api.spotify.com/v1/audio-analysis/7ISL3LO8AWP3fKIXunvqTa,280467,4
6zKF4293k44ItKWJJgrhXv,My Curse,Killswitch Engage,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,audio_features,6zKF4293k44ItKWJJgrhXv,spotify:track:6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/tracks/6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/audio-analysis/6zKF4293k44ItKWJJgrhXv,244773,3
51TG9W3y9qyO8BY5RXKgnZ,Symphony Of Destruction,Megadeth,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,audio_features,51TG9W3y9qyO8BY5RXKgnZ,spotify:track:51TG9W3y9qyO8BY5RXKgnZ,https://api.spotify.com/v1/tracks/51TG9W3y9qyO8BY5RXKgnZ,https://api.spotify.com/v1/audio-analysis/51TG9W3y9qyO8BY5RXKgnZ,246733,4
0PXWpNBYg52gABrn1qL1bD,Unwell - 2007 Remaster,Matchbox Twenty,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985,audio_features,0PXWpNBYg52gABrn1qL1bD,spotify:track:0PXWpNBYg52gABrn1qL1bD,https://api.spotify.com/v1/tracks/0PXWpNBYg52gABrn1qL1bD,https://api.spotify.com/v1/audio-analysis/0PXWpNBYg52gABrn1qL1bD,237267,4
6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,audio_features,6ECp64rv50XVz93WvxXMGF,spotify:track:6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF,206200,4
65ZyD8JcEDubHxsfxOVb2K,Low Lays the Devil,The Veils,0.518,0.729,4,-5.231,0,0.11,0.0897,0.463,0.117,0.68,99.952,audio_features,65ZyD8JcEDubHxsfxOVb2K,spotify:track:65ZyD8JcEDubHxsfxOVb2K,https://api.spotify.com/v1/tracks/65ZyD8JcEDubHxsfxOVb2K,https://api.spotify.com/v1/audio-analysis/65ZyD8JcEDubHxsfxOVb2K,197520,4
2BnTUxzWAcv0qerzESIunY,Never Know,Jack Johnson,0.927,0.39,1,-7.467,0,0.0475,0.309,2.2e-05,0.116,0.784,102.015,audio_features,2BnTUxzWAcv0qerzESIunY,spotify:track:2BnTUxzWAcv0qerzESIunY,https://api.spotify.com/v1/tracks/2BnTUxzWAcv0qerzESIunY,https://api.spotify.com/v1/audio-analysis/2BnTUxzWAcv0qerzESIunY,212813,4
2iXdwVdzA0KrI2Q0iZNJbX,Better Together,Jack Johnson,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,audio_features,2iXdwVdzA0KrI2Q0iZNJbX,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,https://api.spotify.com/v1/tracks/2iXdwVdzA0KrI2Q0iZNJbX,https://api.spotify.com/v1/audio-analysis/2iXdwVdzA0KrI2Q0iZNJbX,207680,4
1A4WjuUXeFEVXjwgc7eVZ6,Good People,Jack Johnson,0.721,0.586,11,-5.999,1,0.034,0.204,2.21e-05,0.0902,0.918,176.104,audio_features,1A4WjuUXeFEVXjwgc7eVZ6,spotify:track:1A4WjuUXeFEVXjwgc7eVZ6,https://api.spotify.com/v1/tracks/1A4WjuUXeFEVXjwgc7eVZ6,https://api.spotify.com/v1/audio-analysis/1A4WjuUXeFEVXjwgc7eVZ6,208507,4
1dnXuEuApvuVqQCn0v9McL,"Sitting, Waiting, Wishing",Jack Johnson,0.766,0.547,0,-7.25,1,0.0264,0.229,1.5e-05,0.104,0.556,105.01,audio_features,1dnXuEuApvuVqQCn0v9McL,spotify:track:1dnXuEuApvuVqQCn0v9McL,https://api.spotify.com/v1/tracks/1dnXuEuApvuVqQCn0v9McL,https://api.spotify.com/v1/audio-analysis/1dnXuEuApvuVqQCn0v9McL,183720,4
4VwPsMcRt1HPVKIdcwY9Uj,Outshined - Remastered,Soundgarden,0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867,audio_features,4VwPsMcRt1HPVKIdcwY9Uj,spotify:track:4VwPsMcRt1HPVKIdcwY9Uj,https://api.spotify.com/v1/tracks/4VwPsMcRt1HPVKIdcwY9Uj,https://api.spotify.com/v1/audio-analysis/4VwPsMcRt1HPVKIdcwY9Uj,311000,4
6hqIXyo6GxydAnoI8XeIrV,Rusty Cage - Remastered,Soundgarden,0.307,0.917,9,-7.599,1,0.0977,1.65e-05,0.00044,0.0566,0.266,101.879,audio_features,6hqIXyo6GxydAnoI8XeIrV,spotify:track:6hqIXyo6GxydAnoI8XeIrV,https://api.spotify.com/v1/tracks/6hqIXyo6GxydAnoI8XeIrV,https://api.spotify.com/v1/audio-analysis/6hqIXyo6GxydAnoI8XeIrV,266200,4
1wlKw9NAWVWpx7OIAyg9EA,Fell On Black Days,Soundgarden,0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,audio_features,1wlKw9NAWVWpx7OIAyg9EA,spotify:track:1wlKw9NAWVWpx7OIAyg9EA,https://api.spotify.com/v1/tracks/1wlKw9NAWVWpx7OIAyg9EA,https://api.spotify.com/v1/audio-analysis/1wlKw9NAWVWpx7OIAyg9EA,283027,3
4MR9iW77LJoPPDjwAYbIZZ,"You Know My Name - From ""Casino Royale"" Soundtrack",Chris Cornell,0.368,0.864,11,-3.335,0,0.0393,0.0197,0.0,0.234,0.374,137.526,audio_features,4MR9iW77LJoPPDjwAYbIZZ,spotify:track:4MR9iW77LJoPPDjwAYbIZZ,https://api.spotify.com/v1/tracks/4MR9iW77LJoPPDjwAYbIZZ,https://api.spotify.com/v1/audio-analysis/4MR9iW77LJoPPDjwAYbIZZ,240227,4
1xmctspTzQxisNXKY6Gxf6,Don't Wanna Fight,Alabama Shakes,0.597,0.915,10,-3.298,0,0.152,0.235,0.0865,0.106,0.555,100.444,audio_features,1xmctspTzQxisNXKY6Gxf6,spotify:track:1xmctspTzQxisNXKY6Gxf6,https://api.spotify.com/v1/tracks/1xmctspTzQxisNXKY6Gxf6,https://api.spotify.com/v1/audio-analysis/1xmctspTzQxisNXKY6Gxf6,232530,4
7MjRtWS2teufvOiMM0BARZ,Nearly Forgot My Broken Heart,Chris Cornell,0.593,0.781,0,-5.472,1,0.0285,0.0944,2.23e-06,0.173,0.657,119.522,audio_features,7MjRtWS2teufvOiMM0BARZ,spotify:track:7MjRtWS2teufvOiMM0BARZ,https://api.spotify.com/v1/tracks/7MjRtWS2teufvOiMM0BARZ,https://api.spotify.com/v1/audio-analysis/7MjRtWS2teufvOiMM0BARZ,234427,4
6XDNRpkuzEc7zpKXSEWkVr,Pressure and Time,Rival Sons,0.406,0.919,0,-4.675,0,0.103,0.000933,9.92e-05,0.0726,0.601,93.274,audio_features,6XDNRpkuzEc7zpKXSEWkVr,spotify:track:6XDNRpkuzEc7zpKXSEWkVr,https://api.spotify.com/v1/tracks/6XDNRpkuzEc7zpKXSEWkVr,https://api.spotify.com/v1/audio-analysis/6XDNRpkuzEc7zpKXSEWkVr,196773,4
3O1rkVw6tpDizXzHqMZfh5,I Can't Hear You,The Dead Weather,0.529,0.754,0,-3.167,0,0.182,0.0482,0.00598,0.108,0.422,79.463,audio_features,3O1rkVw6tpDizXzHqMZfh5,spotify:track:3O1rkVw6tpDizXzHqMZfh5,https://api.spotify.com/v1/tracks/3O1rkVw6tpDizXzHqMZfh5,https://api.spotify.com/v1/audio-analysis/3O1rkVw6tpDizXzHqMZfh5,215093,4
5HYEjfX8h3F82Qyb96PXg8,I'm America,Cilver,0.459,0.932,9,-2.251,1,0.0569,0.0274,3.1e-06,0.0829,0.58,166.017,audio_features,5HYEjfX8h3F82Qyb96PXg8,spotify:track:5HYEjfX8h3F82Qyb96PXg8,https://api.spotify.com/v1/tracks/5HYEjfX8h3F82Qyb96PXg8,https://api.spotify.com/v1/audio-analysis/5HYEjfX8h3F82Qyb96PXg8,222173,4
2VnkxWob7ooT5NrN9WtctI,Asleep at the Wheel,Band Of Skulls,0.348,0.633,2,-7.025,1,0.0317,0.000285,0.0115,0.122,0.714,146.356,audio_features,2VnkxWob7ooT5NrN9WtctI,spotify:track:2VnkxWob7ooT5NrN9WtctI,https://api.spotify.com/v1/tracks/2VnkxWob7ooT5NrN9WtctI,https://api.spotify.com/v1/audio-analysis/2VnkxWob7ooT5NrN9WtctI,246101,4
1dSC6x69kJOweJM3SPmpLi,Fury Oh Fury,Nico Vega,0.472,0.857,0,-4.353,1,0.0742,0.0165,2.83e-05,0.103,0.452,79.505,audio_features,1dSC6x69kJOweJM3SPmpLi,spotify:track:1dSC6x69kJOweJM3SPmpLi,https://api.spotify.com/v1/tracks/1dSC6x69kJOweJM3SPmpLi,https://api.spotify.com/v1/audio-analysis/1dSC6x69kJOweJM3SPmpLi,228651,4
5x8Ny9byzqzaT5aVpFpnt7,Something Good,Dead Sara,0.586,0.602,2,-7.814,1,0.0358,0.0026,1.16e-06,0.0648,0.539,100.337,audio_features,5x8Ny9byzqzaT5aVpFpnt7,spotify:track:5x8Ny9byzqzaT5aVpFpnt7,https://api.spotify.com/v1/tracks/5x8Ny9byzqzaT5aVpFpnt7,https://api.spotify.com/v1/audio-analysis/5x8Ny9byzqzaT5aVpFpnt7,251907,4
5C7fj9poodMIuJgRd90g4t,Mona Lisa,Dead Sara,0.424,0.715,1,-6.233,1,0.0594,0.0038,8.05e-06,0.235,0.664,98.427,audio_features,5C7fj9poodMIuJgRd90g4t,spotify:track:5C7fj9poodMIuJgRd90g4t,https://api.spotify.com/v1/tracks/5C7fj9poodMIuJgRd90g4t,https://api.spotify.com/v1/audio-analysis/5C7fj9poodMIuJgRd90g4t,194187,4
0aDmudjjboRLuCaf93k2JJ,Weatherman,Dead Sara,0.404,0.917,0,-3.086,1,0.0972,0.0045,4.91e-05,0.437,0.352,85.173,audio_features,0aDmudjjboRLuCaf93k2JJ,spotify:track:0aDmudjjboRLuCaf93k2JJ,https://api.spotify.com/v1/tracks/0aDmudjjboRLuCaf93k2JJ,https://api.spotify.com/v1/audio-analysis/0aDmudjjboRLuCaf93k2JJ,261267,4
6vF8QP7js7RUfeQsQGOQWE,Test on My Patience,Dead Sara,0.439,0.899,5,-3.435,0,0.0722,0.000779,0.0,0.529,0.498,91.038,audio_features,6vF8QP7js7RUfeQsQGOQWE,spotify:track:6vF8QP7js7RUfeQsQGOQWE,https://api.spotify.com/v1/tracks/6vF8QP7js7RUfeQsQGOQWE,https://api.spotify.com/v1/audio-analysis/6vF8QP7js7RUfeQsQGOQWE,188587,4
3u9fHuAtjMY1RW2mZfO4Cf,Gangsta's Paradise (feat. L.V.),Coolio,0.641,0.63,8,-6.393,1,0.0521,0.0372,0.0,0.4,0.415,79.955,audio_features,3u9fHuAtjMY1RW2mZfO4Cf,spotify:track:3u9fHuAtjMY1RW2mZfO4Cf,https://api.spotify.com/v1/tracks/3u9fHuAtjMY1RW2mZfO4Cf,https://api.spotify.com/v1/audio-analysis/3u9fHuAtjMY1RW2mZfO4Cf,241933,4
2Ozc0me9PV5vlt8cokwdvI,Lean Back,Terror Squad,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321,audio_features,2Ozc0me9PV5vlt8cokwdvI,spotify:track:2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/tracks/2Ozc0me9PV5vlt8cokwdvI,https://api.spotify.com/v1/audio-analysis/2Ozc0me9PV5vlt8cokwdvI,247427,4
6K3oJeXP0t1RMRRdqu05VY,Slide Through,E-40,0.878,0.709,2,-5.785,1,0.245,0.00453,0.0,0.141,0.354,107.021,audio_features,6K3oJeXP0t1RMRRdqu05VY,spotify:track:6K3oJeXP0t1RMRRdqu05VY,https://api.spotify.com/v1/tracks/6K3oJeXP0t1RMRRdqu05VY,https://api.spotify.com/v1/audio-analysis/6K3oJeXP0t1RMRRdqu05VY,201560,4
09jPXOz0LS0kpqmkQRaFPO,Help Is On The Way,Rise Against,0.336,0.951,5,-3.587,0,0.0707,0.000123,0.00108,0.0333,0.596,108.043,audio_features,09jPXOz0LS0kpqmkQRaFPO,spotify:track:09jPXOz0LS0kpqmkQRaFPO,https://api.spotify.com/v1/tracks/09jPXOz0LS0kpqmkQRaFPO,https://api.spotify.com/v1/audio-analysis/09jPXOz0LS0kpqmkQRaFPO,237480,4
3ZsexY07D4t4HRq7ogeSAS,"Dear Maria, Count Me In",All Time Low,0.465,0.896,2,-3.126,1,0.0795,0.00725,0.0,0.206,0.569,181.014,audio_features,3ZsexY07D4t4HRq7ogeSAS,spotify:track:3ZsexY07D4t4HRq7ogeSAS,https://api.spotify.com/v1/tracks/3ZsexY07D4t4HRq7ogeSAS,https://api.spotify.com/v1/audio-analysis/3ZsexY07D4t4HRq7ogeSAS,182827,4
7Iee5mJtIdS4Qh1wCxIjAo,Entrance Song,The Black Angels,0.305,0.791,0,-5.226,1,0.0426,0.000333,0.381,0.343,0.151,113.213,audio_features,7Iee5mJtIdS4Qh1wCxIjAo,spotify:track:7Iee5mJtIdS4Qh1wCxIjAo,https://api.spotify.com/v1/tracks/7Iee5mJtIdS4Qh1wCxIjAo,https://api.spotify.com/v1/audio-analysis/7Iee5mJtIdS4Qh1wCxIjAo,218560,4
51EhqjwJH9AmtnQhxVGv1F,Oh No,Goodbye June,0.259,0.978,8,-3.842,1,0.22,0.000477,0.000314,0.268,0.266,132.97,audio_features,51EhqjwJH9AmtnQhxVGv1F,spotify:track:51EhqjwJH9AmtnQhxVGv1F,https://api.spotify.com/v1/tracks/51EhqjwJH9AmtnQhxVGv1F,https://api.spotify.com/v1/audio-analysis/51EhqjwJH9AmtnQhxVGv1F,220533,4
0grFc6klR3hxoHLcgCYsF4,Howlin' for You,The Black Keys,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,audio_features,0grFc6klR3hxoHLcgCYsF4,spotify:track:0grFc6klR3hxoHLcgCYsF4,https://api.spotify.com/v1/tracks/0grFc6klR3hxoHLcgCYsF4,https://api.spotify.com/v1/audio-analysis/0grFc6klR3hxoHLcgCYsF4,191800,4
6NvRxjfYkkT2SpirAlmsjH,No One Knows,Queens of the Stone Age,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,audio_features,6NvRxjfYkkT2SpirAlmsjH,spotify:track:6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/tracks/6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/audio-analysis/6NvRxjfYkkT2SpirAlmsjH,278707,4
2i68J1wrgk5doxeDXAzbRh,Haunted Heart,little hurricane,0.584,0.722,6,-6.818,0,0.0531,0.00274,0.0008,0.1,0.687,132.76,audio_features,2i68J1wrgk5doxeDXAzbRh,spotify:track:2i68J1wrgk5doxeDXAzbRh,https://api.spotify.com/v1/tracks/2i68J1wrgk5doxeDXAzbRh,https://api.spotify.com/v1/audio-analysis/2i68J1wrgk5doxeDXAzbRh,165482,4
5cwZFTdktFh5XjRglkqJYr,Dark Nights,Dorothy,0.163,0.843,2,-4.175,1,0.0561,0.00107,0.0,0.279,0.616,167.872,audio_features,5cwZFTdktFh5XjRglkqJYr,spotify:track:5cwZFTdktFh5XjRglkqJYr,https://api.spotify.com/v1/tracks/5cwZFTdktFh5XjRglkqJYr,https://api.spotify.com/v1/audio-analysis/5cwZFTdktFh5XjRglkqJYr,189770,3
7aQT5OB4zEgyyxfRDbOBIt,Highway,Bleeker,0.457,0.941,6,-5.174,1,0.0339,0.000136,3.12e-06,0.0896,0.704,154.038,audio_features,7aQT5OB4zEgyyxfRDbOBIt,spotify:track:7aQT5OB4zEgyyxfRDbOBIt,https://api.spotify.com/v1/tracks/7aQT5OB4zEgyyxfRDbOBIt,https://api.spotify.com/v1/audio-analysis/7aQT5OB4zEgyyxfRDbOBIt,201680,4
1WO0A2n6VWC9PmlvEjoabX,Got It Bad,The Sore Losers,0.263,0.785,9,-4.658,0,0.0505,0.00385,0.000272,0.0613,0.379,171.274,audio_features,1WO0A2n6VWC9PmlvEjoabX,spotify:track:1WO0A2n6VWC9PmlvEjoabX,https://api.spotify.com/v1/tracks/1WO0A2n6VWC9PmlvEjoabX,https://api.spotify.com/v1/audio-analysis/1WO0A2n6VWC9PmlvEjoabX,192107,4
3O8XITugw7W9svMQw0ODcf,Wolf,Highly Suspect,0.252,0.534,4,-7.572,0,0.0385,0.0121,0.00331,0.29,0.0387,83.689,audio_features,3O8XITugw7W9svMQw0ODcf,spotify:track:3O8XITugw7W9svMQw0ODcf,https://api.spotify.com/v1/tracks/3O8XITugw7W9svMQw0ODcf,https://api.spotify.com/v1/audio-analysis/3O8XITugw7W9svMQw0ODcf,416320,5
1kdKw9kOzfBglaRbF0NUsV,Currency,The Black Angels,0.448,0.847,5,-5.369,1,0.0473,0.00109,0.0763,0.102,0.118,146.036,audio_features,1kdKw9kOzfBglaRbF0NUsV,spotify:track:1kdKw9kOzfBglaRbF0NUsV,https://api.spotify.com/v1/tracks/1kdKw9kOzfBglaRbF0NUsV,https://api.spotify.com/v1/audio-analysis/1kdKw9kOzfBglaRbF0NUsV,316453,4
09QZAEmdbq28OaNyqTOEvY,Icky Thump,The White Stripes,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,audio_features,09QZAEmdbq28OaNyqTOEvY,spotify:track:09QZAEmdbq28OaNyqTOEvY,https://api.spotify.com/v1/tracks/09QZAEmdbq28OaNyqTOEvY,https://api.spotify.com/v1/audio-analysis/09QZAEmdbq28OaNyqTOEvY,254533,4
